TRITON_30m_Wind_Speed_old,8,-99999,1.0,2017-04-04,True,1,0
TRITON_40m_Wind_Speed_old,8,-99999,1.0,2017-04-04,True,1,0
TRITON_Sodar_App_Restart,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Archiver_Error,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Smat_Restart,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Sysmon_Restart,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Efoy_Fuel_Status,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Efoy_Runtime,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Efoy_Communication,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Speaker_Failures,8,-99999,1.0,2017-04-17,True,1,0
TRITON_Row_Failures,8,-99999,1.0,2017-04-17,True,1,0
